Title,Severity,OWASP Category,CWE,Confidence,Affected URL,Status Code,Lifecycle Status,Validation Status,Evidence,Description,Recommendation
Form Uses GET Method: Form #1,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/about,200,New,Observed,method=get action=https://nexuslogixx.com/about,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/about,200,New,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/services,,New,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
Weak Content Security Policy,Medium,A03: Injection,CWE-79,High,https://nexuslogixx.com/services,200,New,Observed,default-src 'self'; script-src 'self' 'unsafe-inline' https://cdn.jsdelivr.net https://unpkg.com https://maps.googleapis.com https://challenges.cloudflare.com; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com data:; font-src 'self' data: https://fonts.gstatic.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com; img-src 'self' data: https: blob:; connect-src 'self' https://main-nexus-api-production.up.railway.app http://main-nexus-api-production.up.railway.app https://main-nexus-api-production.up.railway.app https://main-nexus-socket-production.up.railway.app http://main-nexus-socket-production.up.railway.app https://main-nexus-socket-production.up.railway.app ws://main-nexus-socket-production.up.railway.app wss://main-nexus-socket-production.up.railway.app http://localhost:3002 http://127.0.0.1:3002 http://localhost:3001 http://127.0.0.1:3001 ws://localhost:3001 ws://127.0.0.1:3001 wss://localhost:3001 wss://127.0.0.1:3001 https: wss:; frame-src 'self' https://www.google.com https://maps.google.com https://www.google.com/maps https://challenges.cloudflare.com; frame-ancestors 'none'; object-src 'none'; base-uri 'self';,"The Content-Security-Policy header contains risky directives: 'unsafe-inline', data:.","Tighten CSP directives and avoid unsafe inline script, unsafe eval, broad wildcards, and unnecessary data sources."
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/services,200,New,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Form Uses GET Method: Form #1,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/services,200,New,Observed,method=get action=https://nexuslogixx.com/services,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/services,200,New,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/contact,,New,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
Weak Content Security Policy,Medium,A03: Injection,CWE-79,High,https://nexuslogixx.com/contact,200,New,Observed,default-src 'self'; script-src 'self' 'unsafe-inline' https://cdn.jsdelivr.net https://unpkg.com https://maps.googleapis.com https://challenges.cloudflare.com; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com data:; font-src 'self' data: https://fonts.gstatic.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com; img-src 'self' data: https: blob:; connect-src 'self' https://main-nexus-api-production.up.railway.app http://main-nexus-api-production.up.railway.app https://main-nexus-api-production.up.railway.app https://main-nexus-socket-production.up.railway.app http://main-nexus-socket-production.up.railway.app https://main-nexus-socket-production.up.railway.app ws://main-nexus-socket-production.up.railway.app wss://main-nexus-socket-production.up.railway.app http://localhost:3002 http://127.0.0.1:3002 http://localhost:3001 http://127.0.0.1:3001 ws://localhost:3001 ws://127.0.0.1:3001 wss://localhost:3001 wss://127.0.0.1:3001 https: wss:; frame-src 'self' https://www.google.com https://maps.google.com https://www.google.com/maps https://challenges.cloudflare.com; frame-ancestors 'none'; object-src 'none'; base-uri 'self';,"The Content-Security-Policy header contains risky directives: 'unsafe-inline', data:.","Tighten CSP directives and avoid unsafe inline script, unsafe eval, broad wildcards, and unnecessary data sources."
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/contact,200,New,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Form Uses GET Method: Form #1,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/contact,200,New,Observed,method=get action=https://nexuslogixx.com/contact,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Form Uses GET Method: Form #2,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/contact,200,New,Observed,method=get action=https://nexuslogixx.com/contact,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/contact,200,New,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
SQL Injection Review Candidate: Form #1,Medium,A03: Injection,CWE-89,Medium,https://nexuslogixx.com/contact,200,New,Needs Manual Validation,Fields: email,The form contains fields commonly connected to database lookup or authentication logic.,Validate input server-side and use parameterized queries for all database access.
Stored XSS Review Candidate,Medium,A03: Injection,CWE-79,Medium,https://nexuslogixx.com/contact,200,New,Needs Manual Validation,"Fields: full_name, message",The page contains user-content style inputs that may later be rendered back to other users.,"HTML-encode stored user content by output context, sanitize rich text, and add regression tests for stored XSS."
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/tracking,,New,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
Weak Content Security Policy,Medium,A03: Injection,CWE-79,High,https://nexuslogixx.com/tracking,200,New,Observed,default-src 'self'; script-src 'self' 'unsafe-inline' https://cdn.jsdelivr.net https://unpkg.com https://maps.googleapis.com https://challenges.cloudflare.com; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com data:; font-src 'self' data: https://fonts.gstatic.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com; img-src 'self' data: https: blob:; connect-src 'self' https://main-nexus-api-production.up.railway.app http://main-nexus-api-production.up.railway.app https://main-nexus-api-production.up.railway.app https://main-nexus-socket-production.up.railway.app http://main-nexus-socket-production.up.railway.app https://main-nexus-socket-production.up.railway.app ws://main-nexus-socket-production.up.railway.app wss://main-nexus-socket-production.up.railway.app http://localhost:3002 http://127.0.0.1:3002 http://localhost:3001 http://127.0.0.1:3001 ws://localhost:3001 ws://127.0.0.1:3001 wss://localhost:3001 wss://127.0.0.1:3001 https: wss:; frame-src 'self' https://www.google.com https://maps.google.com https://www.google.com/maps https://challenges.cloudflare.com; frame-ancestors 'none'; object-src 'none'; base-uri 'self';,"The Content-Security-Policy header contains risky directives: 'unsafe-inline', data:.","Tighten CSP directives and avoid unsafe inline script, unsafe eval, broad wildcards, and unnecessary data sources."
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/tracking,200,New,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/tracking,200,New,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/quote,,New,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
Weak Content Security Policy,Medium,A03: Injection,CWE-79,High,https://nexuslogixx.com/quote,404,New,Observed,default-src 'self'; script-src 'self' 'unsafe-inline' https://cdn.jsdelivr.net https://unpkg.com https://maps.googleapis.com https://challenges.cloudflare.com; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com data:; font-src 'self' data: https://fonts.gstatic.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com; img-src 'self' data: https: blob:; connect-src 'self' https://main-nexus-api-production.up.railway.app http://main-nexus-api-production.up.railway.app https://main-nexus-api-production.up.railway.app https://main-nexus-socket-production.up.railway.app http://main-nexus-socket-production.up.railway.app https://main-nexus-socket-production.up.railway.app ws://main-nexus-socket-production.up.railway.app wss://main-nexus-socket-production.up.railway.app http://localhost:3002 http://127.0.0.1:3002 http://localhost:3001 http://127.0.0.1:3001 ws://localhost:3001 ws://127.0.0.1:3001 wss://localhost:3001 wss://127.0.0.1:3001 https: wss:; frame-src 'self' https://www.google.com https://maps.google.com https://www.google.com/maps https://challenges.cloudflare.com; frame-ancestors 'none'; object-src 'none'; base-uri 'self';,"The Content-Security-Policy header contains risky directives: 'unsafe-inline', data:.","Tighten CSP directives and avoid unsafe inline script, unsafe eval, broad wildcards, and unnecessary data sources."
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/quote,404,New,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/quote,404,New,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/pricing,,New,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
Weak Content Security Policy,Medium,A03: Injection,CWE-79,High,https://nexuslogixx.com/pricing,200,New,Observed,default-src 'self'; script-src 'self' 'unsafe-inline' https://cdn.jsdelivr.net https://unpkg.com https://maps.googleapis.com https://challenges.cloudflare.com; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com data:; font-src 'self' data: https://fonts.gstatic.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com; img-src 'self' data: https: blob:; connect-src 'self' https://main-nexus-api-production.up.railway.app http://main-nexus-api-production.up.railway.app https://main-nexus-api-production.up.railway.app https://main-nexus-socket-production.up.railway.app http://main-nexus-socket-production.up.railway.app https://main-nexus-socket-production.up.railway.app ws://main-nexus-socket-production.up.railway.app wss://main-nexus-socket-production.up.railway.app http://localhost:3002 http://127.0.0.1:3002 http://localhost:3001 http://127.0.0.1:3001 ws://localhost:3001 ws://127.0.0.1:3001 wss://localhost:3001 wss://127.0.0.1:3001 https: wss:; frame-src 'self' https://www.google.com https://maps.google.com https://www.google.com/maps https://challenges.cloudflare.com; frame-ancestors 'none'; object-src 'none'; base-uri 'self';,"The Content-Security-Policy header contains risky directives: 'unsafe-inline', data:.","Tighten CSP directives and avoid unsafe inline script, unsafe eval, broad wildcards, and unnecessary data sources."
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/pricing,200,New,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Form Uses GET Method: Form #1,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/pricing,200,New,Observed,method=get action=https://nexuslogixx.com/pricing,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/pricing,200,New,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/cdn-cgi/l/email-protection,,New,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
Missing Security Header: Content-Security-Policy,High,A03: Injection,CWE-79,High,https://nexuslogixx.com/cdn-cgi/l/email-protection,,New,Observed,Content Security Policy is missing. This may increase XSS risk.,Content Security Policy is missing. This may increase XSS risk.,Add a strong Content-Security-Policy header.
Missing Security Header: X-Content-Type-Options,Low,A05: Security Misconfiguration,CWE-693,High,https://nexuslogixx.com/cdn-cgi/l/email-protection,,New,Observed,X-Content-Type-Options header is missing.,X-Content-Type-Options header is missing.,Add X-Content-Type-Options: nosniff.
Missing Security Header: Permissions-Policy,Low,A05: Security Misconfiguration,CWE-693,High,https://nexuslogixx.com/cdn-cgi/l/email-protection,,New,Observed,Permissions-Policy header is missing.,Permissions-Policy header is missing.,Add Permissions-Policy to limit browser feature access.
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/cdn-cgi/l/email-protection,404,New,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/partner,,New,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
Weak Content Security Policy,Medium,A03: Injection,CWE-79,High,https://nexuslogixx.com/partner,200,New,Observed,default-src 'self'; script-src 'self' 'unsafe-inline' https://cdn.jsdelivr.net https://unpkg.com https://maps.googleapis.com https://challenges.cloudflare.com; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com data:; font-src 'self' data: https://fonts.gstatic.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com; img-src 'self' data: https: blob:; connect-src 'self' https://main-nexus-api-production.up.railway.app http://main-nexus-api-production.up.railway.app https://main-nexus-api-production.up.railway.app https://main-nexus-socket-production.up.railway.app http://main-nexus-socket-production.up.railway.app https://main-nexus-socket-production.up.railway.app ws://main-nexus-socket-production.up.railway.app wss://main-nexus-socket-production.up.railway.app http://localhost:3002 http://127.0.0.1:3002 http://localhost:3001 http://127.0.0.1:3001 ws://localhost:3001 ws://127.0.0.1:3001 wss://localhost:3001 wss://127.0.0.1:3001 https: wss:; frame-src 'self' https://www.google.com https://maps.google.com https://www.google.com/maps https://challenges.cloudflare.com; frame-ancestors 'none'; object-src 'none'; base-uri 'self';,"The Content-Security-Policy header contains risky directives: 'unsafe-inline', data:.","Tighten CSP directives and avoid unsafe inline script, unsafe eval, broad wildcards, and unnecessary data sources."
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/partner,200,New,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Form Uses GET Method: Form #1,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/partner,200,New,Observed,method=get action=https://nexuslogixx.com/partner,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Form Uses GET Method: Form #2,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/partner,200,New,Observed,method=get action=https://nexuslogixx.com/partner,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/partner,200,New,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
SQL Injection Review Candidate: Form #1,Medium,A03: Injection,CWE-89,Medium,https://nexuslogixx.com/partner,200,New,Needs Manual Validation,Fields: email,The form contains fields commonly connected to database lookup or authentication logic.,Validate input server-side and use parameterized queries for all database access.
Stored XSS Review Candidate,Medium,A03: Injection,CWE-79,Medium,https://nexuslogixx.com/partner,200,New,Needs Manual Validation,"Fields: company_name, business_description",The page contains user-content style inputs that may later be rendered back to other users.,"HTML-encode stored user content by output context, sanitize rich text, and add regression tests for stored XSS."
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/news,,New,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
Weak Content Security Policy,Medium,A03: Injection,CWE-79,High,https://nexuslogixx.com/news,200,New,Observed,default-src 'self'; script-src 'self' 'unsafe-inline' https://cdn.jsdelivr.net https://unpkg.com https://maps.googleapis.com https://challenges.cloudflare.com; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com data:; font-src 'self' data: https://fonts.gstatic.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com; img-src 'self' data: https: blob:; connect-src 'self' https://main-nexus-api-production.up.railway.app http://main-nexus-api-production.up.railway.app https://main-nexus-api-production.up.railway.app https://main-nexus-socket-production.up.railway.app http://main-nexus-socket-production.up.railway.app https://main-nexus-socket-production.up.railway.app ws://main-nexus-socket-production.up.railway.app wss://main-nexus-socket-production.up.railway.app http://localhost:3002 http://127.0.0.1:3002 http://localhost:3001 http://127.0.0.1:3001 ws://localhost:3001 ws://127.0.0.1:3001 wss://localhost:3001 wss://127.0.0.1:3001 https: wss:; frame-src 'self' https://www.google.com https://maps.google.com https://www.google.com/maps https://challenges.cloudflare.com; frame-ancestors 'none'; object-src 'none'; base-uri 'self';,"The Content-Security-Policy header contains risky directives: 'unsafe-inline', data:.","Tighten CSP directives and avoid unsafe inline script, unsafe eval, broad wildcards, and unnecessary data sources."
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/news,200,New,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Form Uses GET Method: Form #1,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/news,200,New,Observed,method=get action=https://nexuslogixx.com/news,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Form Uses GET Method: Form #2,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/news,200,New,Observed,method=get action=https://nexuslogixx.com/news,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/news,200,New,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/privacy,,New,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
Weak Content Security Policy,Medium,A03: Injection,CWE-79,High,https://nexuslogixx.com/privacy,200,New,Observed,default-src 'self'; script-src 'self' 'unsafe-inline' https://cdn.jsdelivr.net https://unpkg.com https://maps.googleapis.com https://challenges.cloudflare.com; style-src 'self' 'unsafe-inline' https://fonts.googleapis.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com data:; font-src 'self' data: https://fonts.gstatic.com https://cdn.jsdelivr.net https://unpkg.com https://cdnjs.cloudflare.com; img-src 'self' data: https: blob:; connect-src 'self' https://main-nexus-api-production.up.railway.app http://main-nexus-api-production.up.railway.app https://main-nexus-api-production.up.railway.app https://main-nexus-socket-production.up.railway.app http://main-nexus-socket-production.up.railway.app https://main-nexus-socket-production.up.railway.app ws://main-nexus-socket-production.up.railway.app wss://main-nexus-socket-production.up.railway.app http://localhost:3002 http://127.0.0.1:3002 http://localhost:3001 http://127.0.0.1:3001 ws://localhost:3001 ws://127.0.0.1:3001 wss://localhost:3001 wss://127.0.0.1:3001 https: wss:; frame-src 'self' https://www.google.com https://maps.google.com https://www.google.com/maps https://challenges.cloudflare.com; frame-ancestors 'none'; object-src 'none'; base-uri 'self';,"The Content-Security-Policy header contains risky directives: 'unsafe-inline', data:.","Tighten CSP directives and avoid unsafe inline script, unsafe eval, broad wildcards, and unnecessary data sources."
Information Disclosure in Header: Server,Low,A05: Security Misconfiguration,CWE-200,High,https://nexuslogixx.com/privacy,200,New,Observed,Server: cloudflare,The response exposes server technology information: Server: cloudflare,Remove or minimize technology/version information from HTTP response headers.
Form Uses GET Method: Form #1,Medium,A02: Cryptographic Failures,CWE-598,High,https://nexuslogixx.com/privacy,200,New,Observed,method=get action=https://nexuslogixx.com/privacy,A form uses the GET method. Sensitive data may appear in URLs.,Use POST for forms that send sensitive information.
Detected Frontend Library: jquery 3.7.1,Info,A06: Vulnerable and Outdated Components,CWE-1104,Low,https://nexuslogixx.com/privacy,200,New,Informational,/assets/js/jquery-3.7.1.min.js,The scanner detected jquery version 3.7.1 in resource: /assets/js/jquery-3.7.1.min.js,Check if this library version has known vulnerabilities and update if needed.
Missing Security Header: Strict-Transport-Security,Medium,A05: Security Misconfiguration,CWE-319,High,https://nexuslogixx.com/service,,New,Observed,HSTS header is missing. This helps enforce HTTPS connections.,HSTS header is missing. This helps enforce HTTPS connections.,Add Strict-Transport-Security header.
